id,Name,Cost,Perception Entropy,Generation,s0_type,s0_x,s0_y,s0_z,s0_qw,s0_qx,s0_qy,s0_qz
0,Prior Design,1.0,9.80121716029057,0,1,0.0,0.0,0.5,6.123233995736766e-17,1.0,0.0,0.0
1,Design 1,1.0,17.056761937922328,1,1,0.34556072704304774,0.39676747423066994,0.538816734003357,-0.24698463082313538,0.8158078193664551,-0.5063900947570801,0.13048093020915985
2,Design 2,inf,inf,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
