id,Name,Generation,Cost,Perception Entropy,Coverage,Cost,Coverage,Generation,Name,Perception Entropy,id,s0_qw,s0_qx,s0_qy,s0_qz,s0_type,s0_x,s0_y,s0_z,s1_qw,s1_qx,s1_qy,s1_qz,s1_type,s1_x,s1_y,s1_z,s2_qw,s2_qx,s2_qy,s2_qz,s2_type,s2_x,s2_y,s2_z
3,Design 3,3,1.0,12.362926200308182,0.2523560209424084,1.0,0.2523560209424084,3,Design 3,12.362926200308182,3,0.43861979246139526,0.6740224957466125,-0.5763585567474365,-0.14531734585762024,1,-0.1096681362370333,0.13612227710074032,0.19189856774873135,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
3,Design 3,3,1.0,10.000794433554013,0.37539267015706806,1.0,0.37539267015706806,3,Design 3,10.000794433554013,3,0.3704746961593628,0.5049891471862793,-0.773644208908081,0.095964215695858,1,-0.1096681362370333,0.13612227710074032,0.19189856774873135,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
4,Design 4,4,3.0,13.24390322394945,0.1712041884816754,3.0,0.1712041884816754,4,Design 4,13.24390322394945,4,0.2623707950115204,0.07336313277482986,-0.949120283126831,-0.15795589983463287,2,0.22640796719763398,-0.06716729586267257,0.32488557224300896,-0.29260188341140747,-0.7564720511436462,0.2032257467508316,0.5484828948974609,1,0.1859841008913559,0.14205839886138505,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
4,Design 4,4,3.0,11.611800494679699,0.2350785340314136,3.0,0.2350785340314136,4,Design 4,11.611800494679699,4,0.37458351254463196,0.1995823234319687,-0.8741511106491089,-0.23603785037994385,2,0.22640796719763398,-0.06716729586267257,0.32488557224300896,-0.343799352645874,-0.7602394223213196,-0.0007704159361310303,0.5512144565582275,1,0.23119329933948513,0.14205839886138505,0.18642104910914611,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
4,Design 4,4,1.0,12.362926200308182,0.2523560209424084,1.0,0.2523560209424084,4,Design 4,12.362926200308182,4,0.43861979246139526,0.6740224957466125,-0.5763585567474365,-0.14531734585762024,1,-0.1096681362370333,0.13612227710074032,0.19189856774873135,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
4,Design 4,4,1.0,10.000794433554013,0.37539267015706806,1.0,0.37539267015706806,4,Design 4,10.000794433554013,4,0.3704746961593628,0.5049891471862793,-0.773644208908081,0.095964215695858,1,-0.1096681362370333,0.13612227710074032,0.19189856774873135,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
5,Design 5,5,3.0,13.24390322394945,0.1712041884816754,3.0,0.1712041884816754,5,Design 5,13.24390322394945,5,0.2623707950115204,0.07336313277482986,-0.949120283126831,-0.15795589983463287,2,0.22640796719763398,-0.06716729586267257,0.32488557224300896,-0.29260188341140747,-0.7564720511436462,0.2032257467508316,0.5484828948974609,1,0.1859841008913559,0.14205839886138505,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
5,Design 5,5,3.0,13.784695213646799,0.1806282722513089,3.0,0.1806282722513089,5,Design 5,13.784695213646799,5,0.31917500495910645,0.5157314538955688,-0.7790226340293884,-0.15897242724895477,2,-0.1197709395256355,-0.05015490532269484,0.32488557224300896,-0.006027329713106155,-0.8108562231063843,0.011676263064146042,0.5850978493690491,1,0.2000188460497147,0.0035252926332925705,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
5,Design 5,5,3.0,11.611800494679699,0.2350785340314136,3.0,0.2350785340314136,5,Design 5,11.611800494679699,5,0.37458351254463196,0.1995823234319687,-0.8741511106491089,-0.23603785037994385,2,0.22640796719763398,-0.06716729586267257,0.32488557224300896,-0.343799352645874,-0.7602394223213196,-0.0007704159361310303,0.5512144565582275,1,0.23119329933948513,0.14205839886138505,0.18642104910914611,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
5,Design 5,5,1.0,12.362926200308182,0.2523560209424084,1.0,0.2523560209424084,5,Design 5,12.362926200308182,5,0.43861979246139526,0.6740224957466125,-0.5763585567474365,-0.14531734585762024,1,-0.1096681362370333,0.13612227710074032,0.19189856774873135,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
6,Design 6,6,2.0,15.452213083925072,0.03507853403141361,2.0,0.03507853403141361,6,Design 6,15.452213083925072,6,0.31896117329597473,0.5733806490898132,-0.7443473935127258,-0.12427899241447449,2,-0.12523180279113744,-0.06716729586267257,0.32488557224300896,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
6,Design 6,6,3.0,13.24390322394945,0.1712041884816754,3.0,0.1712041884816754,6,Design 6,13.24390322394945,6,0.2623707950115204,0.07336313277482986,-0.949120283126831,-0.15795589983463287,2,0.22640796719763398,-0.06716729586267257,0.32488557224300896,-0.29260188341140747,-0.7564720511436462,0.2032257467508316,0.5484828948974609,1,0.1859841008913559,0.14205839886138505,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
6,Design 6,6,3.0,13.784695213646799,0.1806282722513089,3.0,0.1806282722513089,6,Design 6,13.784695213646799,6,0.31917500495910645,0.5157314538955688,-0.7790226340293884,-0.15897242724895477,2,-0.1197709395256355,-0.05015490532269484,0.32488557224300896,-0.006027329713106155,-0.8108562231063843,0.011676263064146042,0.5850978493690491,1,0.2000188460497147,0.0035252926332925705,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
6,Design 6,6,3.0,11.611800494679699,0.2350785340314136,3.0,0.2350785340314136,6,Design 6,11.611800494679699,6,0.37458351254463196,0.1995823234319687,-0.8741511106491089,-0.23603785037994385,2,0.22640796719763398,-0.06716729586267257,0.32488557224300896,-0.343799352645874,-0.7602394223213196,-0.0007704159361310303,0.5512144565582275,1,0.23119329933948513,0.14205839886138505,0.18642104910914611,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
7,Design 7,7,2.0,15.452213083925072,0.03507853403141361,2.0,0.03507853403141361,7,Design 7,15.452213083925072,7,0.31896117329597473,0.5733806490898132,-0.7443473935127258,-0.12427899241447449,2,-0.12523180279113744,-0.06716729586267257,0.32488557224300896,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
7,Design 7,7,3.0,13.301637148801927,0.16701570680628272,3.0,0.16701570680628272,7,Design 7,13.301637148801927,7,0.31199926137924194,0.0872400552034378,-0.9272498488426208,-0.1877586543560028,2,0.23256697233033458,-0.06716729586267257,0.32488557224300896,-0.2829681634902954,-0.7566128969192505,0.20480313897132874,0.5527400970458984,1,0.20025573545447367,0.14186216391401252,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
7,Design 7,7,3.0,13.24390322394945,0.1712041884816754,3.0,0.1712041884816754,7,Design 7,13.24390322394945,7,0.2623707950115204,0.07336313277482986,-0.949120283126831,-0.15795589983463287,2,0.22640796719763398,-0.06716729586267257,0.32488557224300896,-0.29260188341140747,-0.7564720511436462,0.2032257467508316,0.5484828948974609,1,0.1859841008913559,0.14205839886138505,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
7,Design 7,7,3.0,13.784695213646799,0.1806282722513089,3.0,0.1806282722513089,7,Design 7,13.784695213646799,7,0.31917500495910645,0.5157314538955688,-0.7790226340293884,-0.15897242724895477,2,-0.1197709395256355,-0.05015490532269484,0.32488557224300896,-0.006027329713106155,-0.8108562231063843,0.011676263064146042,0.5850978493690491,1,0.2000188460497147,0.0035252926332925705,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
8,Design 8,8,2.0,15.452213083925072,0.03507853403141361,2.0,0.03507853403141361,8,Design 8,15.452213083925072,8,0.31896117329597473,0.5733806490898132,-0.7443473935127258,-0.12427899241447449,2,-0.12523180279113744,-0.06716729586267257,0.32488557224300896,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
8,Design 8,8,3.0,13.301637148801927,0.16701570680628272,3.0,0.16701570680628272,8,Design 8,13.301637148801927,8,0.31199926137924194,0.0872400552034378,-0.9272498488426208,-0.1877586543560028,2,0.23256697233033458,-0.06716729586267257,0.32488557224300896,-0.2829681634902954,-0.7566128969192505,0.20480313897132874,0.5527400970458984,1,0.20025573545447367,0.14186216391401252,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
8,Design 8,8,3.0,13.24390322394945,0.1712041884816754,3.0,0.1712041884816754,8,Design 8,13.24390322394945,8,0.2623707950115204,0.07336313277482986,-0.949120283126831,-0.15795589983463287,2,0.22640796719763398,-0.06716729586267257,0.32488557224300896,-0.29260188341140747,-0.7564720511436462,0.2032257467508316,0.5484828948974609,1,0.1859841008913559,0.14205839886138505,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
8,Design 8,8,3.0,13.784695213646799,0.1806282722513089,3.0,0.1806282722513089,8,Design 8,13.784695213646799,8,0.31917500495910645,0.5157314538955688,-0.7790226340293884,-0.15897242724895477,2,-0.1197709395256355,-0.05015490532269484,0.32488557224300896,-0.006027329713106155,-0.8108562231063843,0.011676263064146042,0.5850978493690491,1,0.2000188460497147,0.0035252926332925705,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
9,Design 9,9,2.0,15.452213083925072,0.03507853403141361,2.0,0.03507853403141361,9,Design 9,15.452213083925072,9,0.31896117329597473,0.5733806490898132,-0.7443473935127258,-0.12427899241447449,2,-0.12523180279113744,-0.06716729586267257,0.32488557224300896,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
9,Design 9,9,3.0,13.559643186904767,0.16020942408376965,3.0,0.16020942408376965,9,Design 9,13.559643186904767,9,0.3698396384716034,0.1202542632818222,-0.9026817083358765,-0.18418292701244354,2,0.23664699006808243,-0.05028587782776742,0.32488557224300896,-0.2758154273033142,-0.7623069286346436,0.19530004262924194,0.5519708395004272,1,0.19995557978975487,0.005784295694500063,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
9,Design 9,9,3.0,13.301637148801927,0.16701570680628272,3.0,0.16701570680628272,9,Design 9,13.301637148801927,9,0.31199926137924194,0.0872400552034378,-0.9272498488426208,-0.1877586543560028,2,0.23256697233033458,-0.06716729586267257,0.32488557224300896,-0.2829681634902954,-0.7566128969192505,0.20480313897132874,0.5527400970458984,1,0.20025573545447367,0.14186216391401252,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
9,Design 9,9,3.0,13.24390322394945,0.1712041884816754,3.0,0.1712041884816754,9,Design 9,13.24390322394945,9,0.2623707950115204,0.07336313277482986,-0.949120283126831,-0.15795589983463287,2,0.22640796719763398,-0.06716729586267257,0.32488557224300896,-0.29260188341140747,-0.7564720511436462,0.2032257467508316,0.5484828948974609,1,0.1859841008913559,0.14205839886138505,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
10,Design 10,10,2.0,15.452213083925072,0.03507853403141361,2.0,0.03507853403141361,10,Design 10,15.452213083925072,10,0.31896117329597473,0.5733806490898132,-0.7443473935127258,-0.12427899241447449,2,-0.12523180279113744,-0.06716729586267257,0.32488557224300896,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
10,Design 10,10,2.0,15.382493634246014,0.03717277486910995,2.0,0.03717277486910995,10,Design 10,15.382493634246014,10,0.25126367807388306,0.2971123456954956,-0.9089404940605164,-0.14972622692584991,2,0.20085531003093277,-0.06716729586267257,0.32488557224300896,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
10,Design 10,10,3.0,13.559643186904767,0.16020942408376965,3.0,0.16020942408376965,10,Design 10,13.559643186904767,10,0.3698396384716034,0.1202542632818222,-0.9026817083358765,-0.18418292701244354,2,0.23664699006808243,-0.05028587782776742,0.32488557224300896,-0.2758154273033142,-0.7623069286346436,0.19530004262924194,0.5519708395004272,1,0.19995557978975487,0.005784295694500063,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
10,Design 10,10,3.0,13.301637148801927,0.16701570680628272,3.0,0.16701570680628272,10,Design 10,13.301637148801927,10,0.31199926137924194,0.0872400552034378,-0.9272498488426208,-0.1877586543560028,2,0.23256697233033458,-0.06716729586267257,0.32488557224300896,-0.2829681634902954,-0.7566128969192505,0.20480313897132874,0.5527400970458984,1,0.20025573545447367,0.14186216391401252,0.2034298913831017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
