id,Name,Cost,Perception Entropy,Generation,s0_type,s0_x,s0_y,s0_z,s0_qw,s0_qx,s0_qy,s0_qz
34,Design 34,1.0,13.075342582649082,2,1,0.9325954630371636,0.3890945624365666,0.061201454901509134,0.7672346234321594,0.004523267969489098,0.5047665238380432,-0.3956529498100281
35,Design 35,1.0,13.48227936643967,2,1,0.8961345080314844,0.41817989787376203,0.9648400471483856,0.8182815313339233,0.15943457186222076,-0.03589034453034401,0.5510969758033752
36,Design 36,1.0,14.342163688606114,2,1,0.8071051956187791,0.38786064406417176,0.8635418545594287,0.652133047580719,0.3334125578403473,0.5756327509880066,-0.3636006712913513
37,Design 37,1.0,14.619737784332127,2,1,0.969508215698954,0.4499121334799405,0.5783896143871318,0.7408789992332458,-0.4932760000228882,-0.2630830705165863,0.3722425401210785
38,Design 38,1.0,15.111684341734737,2,1,0.5189683900646582,0.5377024430824617,0.13645522566068502,-0.6853942275047302,0.11506689339876175,0.2728177011013031,0.6652554869651794
39,Design 39,1.0,15.735014880365224,2,1,0.9494892587070712,0.4499121334799405,0.5783896143871318,0.6866030693054199,-0.5353602766990662,-0.283903568983078,0.40170198678970337
40,Design 40,1.0,15.980296034401743,2,1,0.7430423646984684,0.962253543512893,0.5865550405019929,0.39003992080688477,-0.6156898736953735,0.1272866129875183,-0.6727502346038818
41,Design 41,1.0,16.369264194554177,2,1,0.9325954630371636,0.6968181614899002,0.06600017272206249,0.8770347833633423,0.0038629211485385895,0.43107619881629944,0.2120574414730072
42,Design 42,1.0,16.814294002479407,2,1,0.9973228504514805,0.17234050834532855,0.13713574962887776,-0.7115727663040161,-0.18707242608070374,-0.38175374269485474,-0.5594034790992737
43,Design 43,1.0,16.867884382790415,2,1,0.7554630526024664,0.7538761884612464,0.8856934433579616,-0.2651210427284241,0.8445605635643005,0.027311256155371666,0.4644160568714142
44,Design 44,1.0,16.89816278476128,2,1,0.7928839320165283,0.11313911747204516,0.44789352617590517,0.42208099365234375,-0.7533717155456543,-0.05515504628419876,-0.5012350082397461
45,Design 45,1.0,16.962410845106927,2,1,0.9732501369105391,0.38786064406417176,0.8613331232524821,0.6484271883964539,0.33151787519454956,0.649329423904419,-0.21911010146141052
46,Design 46,1.0,17.018840909308285,2,1,0.32664490177209615,0.5355550402976773,0.9232731914992925,0.45825931429862976,0.10982467234134674,-0.813446581363678,0.3409420847892761
47,Design 47,1.0,17.029019870704502,2,1,0.7591364064788204,0.09346953144616144,0.44789352617590517,0.41150447726249695,-0.660854697227478,0.028593817725777626,0.6269909143447876
48,Design 48,1.0,17.03629071111092,2,1,0.7892793284514885,0.10322600657764203,0.44789352617590517,0.39186421036720276,-0.6994378566741943,0.02722909301519394,0.5970659255981445
49,Design 49,1.0,17.102969712799876,2,1,0.5597169820541424,0.012555980159115854,0.07197427968948678,0.26172202825546265,-0.4030549228191376,0.8111787438392639,-0.3332228660583496
50,Design 50,1.0,17.102969712799876,2,1,0.6191911087095318,0.682893932573229,0.758917398687356,0.8885177373886108,0.003913498017936945,0.43672025203704834,0.14069944620132446
51,Design 51,1.0,17.102969712799876,2,1,0.04267292566110509,0.14700404106182902,0.046459127484961504,0.04319417104125023,0.47996869683265686,-0.6260772347450256,0.6130184531211853
52,Design 52,1.0,17.102969712799876,2,1,0.7259979853504515,0.8833060912058098,0.6236722070556089,0.0422653965651989,0.45231807231903076,-0.6126151084899902,0.6467803120613098
53,Design 53,1.0,17.102969712799876,2,1,0.36061349142233,0.9438158030031503,0.5865550405019929,-0.13507294654846191,-0.5658742189407349,0.13473501801490784,0.8021148443222046
54,Design 54,1.0,17.102969712799876,2,1,0.5115453806384813,0.9082359365459206,0.6283423882132695,0.3550965189933777,-0.5698682069778442,-0.33396369218826294,0.6615322828292847
55,Design 55,1.0,17.102969712799876,2,1,0.0,0.9740396524389646,0.5954541484901595,0.0,0.0,1.0,0.0
56,Design 56,1.0,17.102969712799876,2,1,0.7462520248420084,0.8855221388601409,0.5718504290476792,-0.2112823873758316,0.32845890522003174,-0.8151862025260925,-0.4277217388153076
57,Design 57,1.0,17.102969712799876,2,1,0.8071051956187791,0.6955842429905271,0.869833880513873,0.7863510847091675,0.29999664425849915,0.5133615732192993,0.16767218708992004
58,Design 58,1.0,17.102969712799876,2,1,0.7554630526024664,0.7538761884612464,0.9230245355464833,0.003816651413217187,0.8758983612060547,0.028324652463197708,0.48164841532707214
59,Design 59,1.0,17.102969712799876,2,1,0.5813589272732578,0.9700199890883123,0.8468288014900353,0.25928211212158203,0.6362214088439941,0.7132760882377625,0.13868094980716705
60,Design 60,1.0,3.164199099606363,3,1,0.8958862181960668,0.001963408310447473,0.9648400471483856,0.8446470499038696,0.17319653928279877,-0.052915699779987335,-0.5037601590156555
61,Design 61,1.0,3.2208958322466295,3,1,0.9494892587070712,0.534285296019305,0.5783896143871318,0.623944103717804,-0.5389667749404907,-0.25948426127433777,-0.5028682947158813
62,Design 62,1.0,3.253756708806841,3,1,0.9654675041995902,0.12417331511991114,0.29123370450906366,-0.5387564897537231,-0.19978876411914825,-0.23180696368217468,0.7849148511886597
63,Design 63,1.0,3.5728089096010605,3,1,0.8420308923596057,0.12417331511991114,0.2791836790111395,-0.5362311601638794,-0.20145495235919952,-0.2321607619524002,0.7861128449440002
64,Design 64,1.0,3.8299733604849266,3,1,0.8048682237439322,0.12417331511991114,0.26346481230028007,-0.5883921384811401,-0.22105112671852112,-0.2547437846660614,0.7348719835281372
65,Design 65,1.0,4.353777485793917,3,1,0.7471216427371846,0.16822208709277803,0.13642267279886278,-0.6554949283599854,0.22749625146389008,-0.1728568822145462,-0.6990653276443481
66,Design 66,1.0,5.045448265618174,3,1,0.9654675041995902,0.12417331511991114,0.29123370450906366,0.6777709722518921,0.2533549666404724,-0.19550083577632904,0.6619797348976135
67,Design 67,1.0,5.472030922001688,3,1,0.6191911087095318,0.682893932573229,0.758917398687356,0.6637930274009705,0.003429486183449626,0.38270774483680725,-0.6425744295120239
68,Design 68,1.0,5.837450522846073,3,1,0.7587173575996246,0.962253543512893,0.5865550405019929,0.37920892238616943,-0.5985928177833557,-0.26472893357276917,-0.6540687084197998
69,Design 69,1.0,5.841012052720872,3,1,0.7471216427371846,0.45987518835043795,0.13645522566068502,-0.8001817464828491,0.17413383722305298,-0.20672421157360077,0.535398542881012
70,Design 70,1.0,6.54763938743481,3,1,0.7471216427371846,0.7413104957253623,0.13645522566068502,-0.7034094929695129,0.17121370136737823,-0.27336785197257996,0.6333805322647095
71,Design 71,1.0,7.122734143799632,3,1,0.8958862181960668,0.012320804677817033,0.949413723805583,0.7483088970184326,0.17375348508358002,-0.0588536374270916,-0.6374792456626892
72,Design 72,1.0,7.81453698415169,3,1,0.8958862181960668,0.43459305428610695,0.9648400471483856,0.8599666357040405,0.1675565391778946,-0.051192544400691986,-0.47933444380760193
73,Design 73,1.0,7.914535956448405,3,1,0.8958862181960668,0.4280911898712949,0.9648400471483856,0.8566518425941467,0.16691067814826965,-0.05099521949887276,-0.485477089881897
74,Design 74,1.0,7.943338989085047,3,1,0.807109658242076,0.11441381376008355,0.8635418545594287,0.6062986850738525,0.30997905135154724,-0.1993754804134369,0.7046732306480408
75,Design 75,1.0,10.15473777706036,3,1,0.05991768951221166,0.12134345574073735,0.044551878544761725,-0.1159605085849762,0.14203161001205444,-0.670208752155304,-0.7191664576530457
76,Design 76,1.0,10.473604198283047,3,1,0.5189683900646582,0.09196964241579325,0.15042437538505798,-0.7071342468261719,0.11173375695943832,0.26491501927375793,0.6459850668907166
77,Design 77,1.0,11.239456983870356,3,1,0.9973228504514805,0.16110606323246093,0.11322360263191755,-0.842963695526123,-0.2140270322561264,-0.4522440433502197,0.19768689572811127
78,Design 78,1.0,11.24076074976334,3,1,0.7471216427371846,0.5562402339904189,0.13645522566068502,-0.6733468770980835,0.14653229713439941,-0.17559601366519928,-0.7030636072158813
79,Design 79,1.0,11.652141124910205,3,1,0.5148891120583086,0.9445947559908133,0.5865550405019929,0.3832756578922272,-0.5986296534538269,0.1266537606716156,0.6918823719024658
80,Design 80,1.0,11.80864048499474,3,1,0.7431116075493583,0.5562402339904189,0.13604960213206474,-0.8010131120681763,0.2101292908191681,-0.24812710285186768,-0.5026496648788452
81,Design 81,1.0,11.825210201686708,3,1,0.8059558090450238,0.3976207160871566,0.26346481230028007,-0.6453613042831421,-0.2424536794424057,0.5871686935424805,-0.4242144525051117
82,Design 82,1.0,11.891107093399853,3,1,0.5148891120583086,0.9445947559908133,0.9160108542288563,0.3883788585662842,-0.5831065773963928,0.1327216625213623,0.7010945677757263
83,Design 83,1.0,12.340102144903033,3,1,0.5148891120583086,0.928896521044282,0.9645097343656206,0.38917991518974304,-0.5843092799186707,0.128431037068367,0.7004478573799133
84,Design 84,1.0,12.50025901145348,3,1,0.9973228504514805,0.17234050834532855,0.13713574962887776,-0.7172605395317078,0.13966865837574005,-0.38480520248413086,-0.5638749003410339
85,Design 85,1.0,13.075342582649082,3,1,0.9325954630371636,0.3890945624365666,0.061201454901509134,0.7672346234321594,0.004523267969489098,0.5047665238380432,-0.3956529498100281
86,Design 86,1.0,13.48227936643967,3,1,0.8961345080314844,0.41817989787376203,0.9648400471483856,0.8182815313339233,0.15943457186222076,-0.03589034453034401,0.5510969758033752
87,Design 87,1.0,13.782409569448323,3,1,0.9973228504514805,0.17442347102036432,0.061760645208883025,-0.862689733505249,0.025043010711669922,-0.4628269076347351,0.20231293141841888
88,Design 88,1.0,13.801272815054745,3,1,0.7928839320165283,0.11187660825335621,0.45228078033492236,0.6005818843841553,-0.6676086783409119,-0.04887625575065613,-0.4372769594192505
89,Design 89,1.0,14.002632543510288,3,1,0.8961345080314844,0.43350959420489354,0.9474068351133057,0.8586218357086182,0.16729451715946198,-0.03288016468286514,0.4834252595901489
90,Design 90,1.0,14.136294708198399,3,1,0.4946356700325074,0.8856694647847273,0.5718504290476792,0.3973129093647003,-0.6782466173171997,-0.40715891122817993,-0.46512964367866516
91,Design 91,1.0,14.342163688606114,3,1,0.8071051956187791,0.38786064406417176,0.8635418545594287,0.652133047580719,0.3334125578403473,0.5756327509880066,-0.3636006712913513
92,Design 92,1.0,14.619737784332127,3,1,0.969508215698954,0.4499121334799405,0.5783896143871318,0.7408789992332458,-0.4932760000228882,-0.2630830705165863,0.3722425401210785
93,Design 93,1.0,14.920305423325388,3,1,0.7554630526024664,0.4542007452676115,0.8856934433579616,-0.6090764999389648,0.6783806085586548,0.02084416151046753,0.4103550314903259
94,Design 94,1.0,15.00983402377972,3,1,0.7591364064788204,0.5228475907551162,0.43392456419985814,0.4461986720561981,-0.6489096283912659,0.028076978400349617,0.6156579256057739
95,Design 95,1.0,15.111684341734737,3,1,0.5189683900646582,0.5377024430824617,0.13645522566068502,-0.6853942275047302,0.11506689339876175,0.2728177011013031,0.6652554869651794
96,Design 96,1.0,15.113515833562703,3,1,0.969508215698954,0.4499121334799405,0.5783896143871318,0.7333843111991882,-0.492793470621109,-0.284620076417923,0.37187841534614563
97,Design 97,1.0,15.735014880365224,3,1,0.9494892587070712,0.4499121334799405,0.5783896143871318,0.6866030693054199,-0.5353602766990662,-0.283903568983078,0.40170198678970337
98,Design 98,1.0,15.980296034401743,3,1,0.7430423646984684,0.962253543512893,0.5865550405019929,0.39003992080688477,-0.6156898736953735,0.1272866129875183,-0.6727502346038818
99,Design 99,1.0,16.170282474941104,3,1,0.9325954630371636,0.3757771570257737,0.1126644123276614,0.7440486550331116,-0.2440214902162552,0.4895123839378357,-0.3836962580680847
100,Design 100,1.0,3.164199099606363,4,1,0.8958862181960668,0.001963408310447473,0.9648400471483856,0.8446470499038696,0.17319653928279877,-0.052915699779987335,-0.5037601590156555
101,Design 101,1.0,3.2208958322466295,4,1,0.9494892587070712,0.534285296019305,0.5783896143871318,0.623944103717804,-0.5389667749404907,-0.25948426127433777,-0.5028682947158813
102,Design 102,1.0,3.253756708806841,4,1,0.9654675041995902,0.12417331511991114,0.29123370450906366,-0.5387564897537231,-0.19978876411914825,-0.23180696368217468,0.7849148511886597
103,Design 103,1.0,3.5728089096010605,4,1,0.8420308923596057,0.12417331511991114,0.2791836790111395,-0.5362311601638794,-0.20145495235919952,-0.2321607619524002,0.7861128449440002
104,Design 104,1.0,3.5919728245199605,4,1,0.7464460476556868,0.3890945624365666,0.061201454901509134,0.8782652020454407,0.014129533432424068,0.15801995992660522,-0.4510878026485443
105,Design 105,1.0,3.6037871766746923,4,1,0.7471216427371846,0.11814569772716038,0.13642267279886278,-0.5915518999099731,0.20530416071414948,-0.15599481761455536,-0.7639254927635193
106,Design 106,1.0,3.8299733604849266,4,1,0.8048682237439322,0.12417331511991114,0.26346481230028007,-0.5883921384811401,-0.22105112671852112,-0.2547437846660614,0.7348719835281372
107,Design 107,1.0,4.010244864529459,4,1,0.8048682237439322,0.12417331511991114,0.26346481230028007,-0.6317712664604187,-0.21191440522670746,-0.24421444535255432,0.7044974565505981
108,Design 108,1.0,4.353777485793917,4,1,0.7471216427371846,0.16822208709277803,0.13642267279886278,-0.6554949283599854,0.22749625146389008,-0.1728568822145462,-0.6990653276443481
109,Design 109,1.0,4.423796274489252,4,1,0.9656250136849679,0.13647277756319925,0.29123370450906366,-0.5209366679191589,-0.1274300515651703,-0.3692920506000519,0.7589531540870667
110,Design 110,1.0,5.045448265618174,4,1,0.9654675041995902,0.12417331511991114,0.29123370450906366,0.6777709722518921,0.2533549666404724,-0.19550083577632904,0.6619797348976135
111,Design 111,1.0,5.079867879098742,4,1,0.8958862181960668,0.5335340084972159,0.6104470617289173,0.6653234362602234,-0.4850102663040161,-0.06098538637161255,-0.5642611384391785
112,Design 112,1.0,5.472030922001688,4,1,0.6191911087095318,0.682893932573229,0.758917398687356,0.6637930274009705,0.003429486183449626,0.38270774483680725,-0.6425744295120239
113,Design 113,1.0,5.837450522846073,4,1,0.7587173575996246,0.962253543512893,0.5865550405019929,0.37920892238616943,-0.5985928177833557,-0.26472893357276917,-0.6540687084197998
114,Design 114,1.0,5.841012052720872,4,1,0.7471216427371846,0.45987518835043795,0.13645522566068502,-0.8001817464828491,0.17413383722305298,-0.20672421157360077,0.535398542881012
115,Design 115,1.0,6.028982926791994,4,1,0.8865500528183523,0.3577413950519589,0.11011094443047267,0.5545534491539001,-0.3434857726097107,0.03909551724791527,0.7569409012794495
116,Design 116,1.0,6.281042025750963,4,1,0.997123486811497,0.12627710988938523,0.13713574962887776,-0.7531344294548035,0.14665421843528748,-0.24642561376094818,-0.5920771956443787
117,Design 117,1.0,6.3607416746080805,4,1,0.7471216427371846,0.438654357024008,0.13645522566068502,-0.7987780570983887,0.18363411724567413,-0.2063615769147873,0.5344593524932861
118,Design 118,1.0,6.54763938743481,4,1,0.7471216427371846,0.7413104957253623,0.13645522566068502,-0.7034094929695129,0.17121370136737823,-0.27336785197257996,0.6333805322647095
119,Design 119,1.0,7.122734143799632,4,1,0.8958862181960668,0.012320804677817033,0.949413723805583,0.7483088970184326,0.17375348508358002,-0.0588536374270916,-0.6374792456626892
120,Design 120,1.0,7.307869094437448,4,1,0.761730823008232,0.962253543512893,0.5865550405019929,0.3393968939781189,-0.6085258722305298,-0.2690432369709015,-0.6649223566055298
121,Design 121,1.0,7.727573818272441,4,1,0.8953751814835986,0.16110606323246093,0.18526843411468114,-0.7629364728927612,-0.19370825588703156,-0.4093100130558014,0.46137872338294983
122,Design 122,1.0,7.81453698415169,4,1,0.8958862181960668,0.43459305428610695,0.9648400471483856,0.8599666357040405,0.1675565391778946,-0.051192544400691986,-0.47933444380760193
123,Design 123,1.0,7.914535956448405,4,1,0.8958862181960668,0.4280911898712949,0.9648400471483856,0.8566518425941467,0.16691067814826965,-0.05099521949887276,-0.485477089881897
124,Design 124,1.0,7.925389034813731,4,1,0.7554630526024664,0.4016975233393798,0.8856934433579616,-0.6220065355300903,0.6759090423583984,-0.021131720393896103,-0.3947254717350006
125,Design 125,1.0,7.943338989085047,4,1,0.807109658242076,0.11441381376008355,0.8635418545594287,0.6062986850738525,0.30997905135154724,-0.1993754804134369,0.7046732306480408
126,Design 126,1.0,7.9487630747021125,4,1,0.8040961928334684,0.11441381376008355,0.8635418545594287,0.6062893867492676,0.3099742829799652,-0.19944973289966583,0.7046623826026917
127,Design 127,1.0,7.9914250665367526,4,1,0.9022621022280064,0.4344432452050493,0.9648400471483856,-0.8368425965309143,0.18041899800300598,-0.05512233451008797,-0.5139114260673523
128,Design 128,1.0,8.398900559491008,4,1,0.8958862181960668,0.4782560037363138,0.9648400471483856,0.8651278614997864,0.17739616334438324,-0.055597878992557526,-0.4658254086971283
129,Design 129,1.0,10.150551327294199,4,1,0.9596761947397923,0.41817989787376203,0.8591280262824103,0.9427246451377869,0.1836811602115631,-0.041348498314619064,0.2753576636314392
130,Design 130,1.0,10.15473777706036,4,1,0.05991768951221166,0.12134345574073735,0.044551878544761725,-0.1159605085849762,0.14203161001205444,-0.670208752155304,-0.7191664576530457
131,Design 131,1.0,10.473604198283047,4,1,0.5189683900646582,0.09196964241579325,0.15042437538505798,-0.7071342468261719,0.11173375695943832,0.26491501927375793,0.6459850668907166
132,Design 132,1.0,11.201231359189837,4,1,0.6191911087095318,0.14019665656086477,0.758917398687356,0.6437647938728333,0.0032558285165578127,0.3633287250995636,-0.6734601259231567
133,Design 133,1.0,11.237719074195711,4,1,0.7858207092070796,0.5562402339904189,0.14092402607713606,-0.6733468770980835,0.14653229713439941,-0.17559601366519928,-0.7030636072158813
134,Design 134,1.0,11.239456983870356,4,1,0.9973228504514805,0.16110606323246093,0.11322360263191755,-0.842963695526123,-0.2140270322561264,-0.4522440433502197,0.19768689572811127
135,Design 135,1.0,11.24076074976334,4,1,0.7471216427371846,0.5562402339904189,0.13645522566068502,-0.6733468770980835,0.14653229713439941,-0.17559601366519928,-0.7030636072158813
136,Design 136,1.0,11.641889758533328,4,1,0.8958862181960668,0.3626261221628383,0.5782495521110266,0.8566518425941467,0.16691067814826965,-0.05099521949887276,-0.485477089881897
137,Design 137,1.0,11.652141124910205,4,1,0.5148891120583086,0.9445947559908133,0.5865550405019929,0.3832756578922272,-0.5986296534538269,0.1266537606716156,0.6918823719024658
138,Design 138,1.0,11.80864048499474,4,1,0.7431116075493583,0.5562402339904189,0.13604960213206474,-0.8010131120681763,0.2101292908191681,-0.24812710285186768,-0.5026496648788452
139,Design 139,1.0,11.825210201686708,4,1,0.8059558090450238,0.3976207160871566,0.26346481230028007,-0.6453613042831421,-0.2424536794424057,0.5871686935424805,-0.4242144525051117
140,Design 140,1.0,2.833097026294557,5,1,0.9076874432860726,0.45987518835043795,0.22633726144213195,-0.8056185841560364,0.19790692627429962,-0.059523805975914,0.555219292640686
141,Design 141,1.0,2.9733160039843005,5,1,0.9561704854567686,0.11441381376008355,0.8635418545594287,0.60663241147995,0.16707512736320496,-0.19948522746562958,0.7511914968490601
142,Design 142,1.0,3.164199099606363,5,1,0.8958862181960668,0.001963408310447473,0.9648400471483856,0.8446470499038696,0.17319653928279877,-0.052915699779987335,-0.5037601590156555
143,Design 143,1.0,3.2208958322466295,5,1,0.9494892587070712,0.534285296019305,0.5783896143871318,0.623944103717804,-0.5389667749404907,-0.25948426127433777,-0.5028682947158813
144,Design 144,1.0,3.253756708806841,5,1,0.9654675041995902,0.12417331511991114,0.29123370450906366,-0.5387564897537231,-0.19978876411914825,-0.23180696368217468,0.7849148511886597
145,Design 145,1.0,3.3263998926342415,5,1,0.9946242517422061,0.09705937205550144,0.06956849000089402,-0.7645838260650635,0.14888152480125427,-0.17874819040298462,-0.6010781526565552
146,Design 146,1.0,3.387443166798441,5,1,0.8420308923596057,0.12417331511991114,0.2749265206750188,-0.5275877714157104,-0.19820775091648102,-0.22841861844062805,0.7938449382781982
147,Design 147,1.0,3.4923620430887623,5,1,0.8958862181960668,0.5335340084972159,0.03146384060448987,0.7380027770996094,-0.4325678050518036,-0.06503085792064667,-0.5138170719146729
148,Design 148,1.0,3.5728089096010605,5,1,0.8420308923596057,0.12417331511991114,0.2791836790111395,-0.5362311601638794,-0.20145495235919952,-0.2321607619524002,0.7861128449440002
149,Design 149,1.0,3.5919728245199605,5,1,0.7464460476556868,0.3890945624365666,0.061201454901509134,0.8782652020454407,0.014129533432424068,0.15801995992660522,-0.4510878026485443
150,Design 150,1.0,3.6037871766746923,5,1,0.7471216427371846,0.11814569772716038,0.13642267279886278,-0.5915518999099731,0.20530416071414948,-0.15599481761455536,-0.7639254927635193
151,Design 151,1.0,3.8143823788822573,5,1,0.9654675041995902,0.12417331511991114,0.29123370450906366,0.6951186656951904,0.12518447637557983,-0.20050472021102905,0.6789232492446899
152,Design 152,1.0,3.8299733604849266,5,1,0.8048682237439322,0.12417331511991114,0.26346481230028007,-0.5883921384811401,-0.22105112671852112,-0.2547437846660614,0.7348719835281372
153,Design 153,1.0,3.891350674575655,5,1,0.8040961928334684,0.11441381376008355,0.8671961818782791,0.6544958353042603,0.17597010731697083,-0.21364739537239075,0.7035797834396362
154,Design 154,1.0,4.010244864529459,5,1,0.8048682237439322,0.12417331511991114,0.26346481230028007,-0.6317712664604187,-0.21191440522670746,-0.24421444535255432,0.7044974565505981
155,Design 155,1.0,4.013108642524569,5,1,0.8988402772592956,0.009582983284200736,0.9798465259716816,0.8308568000793457,0.19682665169239044,-0.06167991831898689,-0.5168480277061462
156,Design 156,1.0,4.152857886618463,5,1,0.6210087957582047,0.3890945624365666,0.817600865400343,0.7803534865379333,0.012554328888654709,0.1595946103334427,-0.6045001745223999
157,Design 157,1.0,4.201897757834284,5,1,0.8048682237439322,0.12417331511991114,0.26346481230028007,-0.9241877198219299,-0.23235110938549042,-0.2224193662405014,0.20596063137054443
158,Design 158,1.0,4.353777485793917,5,1,0.7471216427371846,0.16822208709277803,0.13642267279886278,-0.6554949283599854,0.22749625146389008,-0.1728568822145462,-0.6990653276443481
