id,Name,Generation,Cost,Perception Entropy,Coverage,s0_type,s0_x,s0_y,s0_z,s0_qw,s0_qx,s0_qy,s0_qz,s1_type,s1_x,s1_y,s1_z,s1_qw,s1_qx,s1_qy,s1_qz,s2_type,s2_x,s2_y,s2_z,s2_qw,s2_qx,s2_qy,s2_qz
6,Design 6,6,1.0,11.22082796400344,0.2732984293193717,1,-0.1096681362370333,0.13612227710074032,0.19189856774873135,0.03246106952428818,-0.2337341159582138,0.5725454688072205,-0.7851791977882385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Design 7,7,2.0,15.223344139258067,0.03717277486910995,2,-0.11095407236142525,0.11442697680923078,0.19189856774873135,0.15948732197284698,-0.22376930713653564,-0.5907557606697083,-0.7586163878440857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Design 7,7,2.0,14.904226267448179,0.06492146596858639,2,-0.024910095339522487,0.11368817802191411,0.19189856774873135,0.01966799981892109,-0.22670403122901917,-0.5982301831245422,-0.7683352828025818,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Design 7,7,2.0,14.765743232877167,0.07696335078534032,2,-0.1096681362370333,0.13612227710074032,0.19189856774873135,0.019373539835214615,-0.18808835744857788,0.5578380823135376,-0.8081238269805908,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Design 7,7,2.0,14.620780467821492,0.09476439790575916,2,-0.11499153843860838,-0.07211312851577178,0.32488557224300896,0.19523859024047852,0.27265796065330505,-0.7563948035240173,-0.5616106390953064,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Design 8,8,2.0,15.485451265396895,0.014659685863874346,2,-0.11095407236142525,-0.06922168662269526,0.33120474064932126,0.15948732197284698,-0.22376930713653564,-0.5907557606697083,-0.7586163878440857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Design 8,8,2.0,15.223344139258067,0.03717277486910995,2,-0.11095407236142525,0.11442697680923078,0.19189856774873135,0.15948732197284698,-0.22376930713653564,-0.5907557606697083,-0.7586163878440857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Design 8,8,2.0,14.904226267448179,0.06492146596858639,2,-0.024910095339522487,0.11368817802191411,0.19189856774873135,0.01966799981892109,-0.22670403122901917,-0.5982301831245422,-0.7683352828025818,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Design 8,8,2.0,14.765743232877167,0.07696335078534032,2,-0.1096681362370333,0.13612227710074032,0.19189856774873135,0.019373539835214615,-0.18808835744857788,0.5578380823135376,-0.8081238269805908,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Design 9,9,2.0,15.485451265396895,0.014659685863874346,2,-0.11095407236142525,-0.06922168662269526,0.33120474064932126,0.15948732197284698,-0.22376930713653564,-0.5907557606697083,-0.7586163878440857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Design 9,9,2.0,15.480158984550723,0.015183246073298429,2,-0.11095407236142525,0.11441017029257745,0.33120474064932126,0.15948732197284698,-0.22376930713653564,-0.5907557606697083,-0.7586163878440857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Design 9,9,2.0,15.223344139258067,0.03717277486910995,2,-0.11095407236142525,0.11442697680923078,0.19189856774873135,0.15948732197284698,-0.22376930713653564,-0.5907557606697083,-0.7586163878440857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Design 9,9,2.0,15.207499655087789,0.0387434554973822,2,-0.11095407236142525,-0.06920538756516532,0.19189856774873135,0.15948732197284698,-0.22376930713653564,-0.5907557606697083,-0.7586163878440857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Design 10,10,2.0,15.485451265396895,0.014659685863874346,2,-0.11095407236142525,-0.06922168662269526,0.33120474064932126,0.15948732197284698,-0.22376930713653564,-0.5907557606697083,-0.7586163878440857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Design 10,10,2.0,15.480158984550723,0.015183246073298429,2,-0.11095407236142525,0.11441017029257745,0.33120474064932126,0.15948732197284698,-0.22376930713653564,-0.5907557606697083,-0.7586163878440857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Design 10,10,2.0,15.420083340450567,0.020418848167539267,2,-0.11095407236142525,-0.06922317643408317,0.33120474064932126,0.14469827711582184,-0.20301946997642517,-0.5359757542610168,-0.806582510471344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Design 10,10,2.0,15.223344139258067,0.03717277486910995,2,-0.11095407236142525,0.11442697680923078,0.19189856774873135,0.15948732197284698,-0.22376930713653564,-0.5907557606697083,-0.7586163878440857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
