id,Name,Cost,Perception Entropy,Generation,s0_type,s0_x,s0_y,s0_z,s0_qw,s0_qx,s0_qy,s0_qz
0,Prior Design,1.0,3.8734694584072513,0,1,1.009056592474269,0.0,0.5,6.123233995736766e-17,0.0,0.0,1.0
1,Design 1,1.0,17.102969712799876,1,1,0.34556072704304774,0.39676747423066994,0.538816734003357,0.6076167821884155,-0.5329013466835022,-0.5866284370422363,0.05181858316063881
2,Design 2,inf,inf,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
