Generation,Cost,Perception Entropy,Coverage,s0_type,s0_x,s0_y,s0_z,s0_qw,s0_qx,s0_qy,s0_qz,s1_type,s1_x,s1_y,s1_z,s1_qw,s1_qx,s1_qy,s1_qz
4,3.0,10.761480797882433,0.2696335078534031,1,2,-0.025049437457406176,-0.15719391538709881,0.22067935678287023,-0.45105040073394775,-0.23411190509796143,0.721193790435791,-0.4707702100276947,0.10210717286942929,0.001336113824818158,0.18642104910914611,-0.28712761402130127,0.8556496500968933,-0.026323145255446434,-0.429800420999527
5,inf,inf,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0,13.545177942128094,0.20157068062827224,1,0,-0.1622076731161987,0.005482879670297161,0.2699677290489083,-0.5610175132751465,-0.4461970031261444,-0.6966339945793152,-0.02947111427783966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0,13.530400347544088,0.20261780104712043,1,0,-0.1622076731161987,0.005482879670297161,0.25416590871429234,-0.5576702356338501,-0.44741448760032654,-0.6985347867012024,-0.02955152839422226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0,13.307390968998273,0.20732984293193718,1,0,-0.16643008995271996,0.005482879670297161,0.2701840832530167,-0.564422070980072,-0.4452286958694458,-0.6951221823692322,-0.002042837906628847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,inf,inf,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.0,13.545177942128094,0.20157068062827224,1,0,-0.1622076731161987,0.005482879670297161,0.2699677290489083,-0.5610175132751465,-0.4461970031261444,-0.6966339945793152,-0.02947111427783966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.0,13.542596464852494,0.20209424083769634,1,0,-0.1622076731161987,0.005482879670297161,0.27035150811757036,-0.5581928491592407,-0.44573530554771423,-0.6991893649101257,-0.029579220339655876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.0,13.530400347544088,0.20261780104712043,1,0,-0.1622076731161987,0.005482879670297161,0.25416590871429234,-0.5576702356338501,-0.44741448760032654,-0.6985347867012024,-0.02955152839422226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,inf,inf,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0,13.545177942128094,0.20157068062827224,1,0,-0.1622076731161987,0.005482879670297161,0.2699677290489083,-0.5610175132751465,-0.4461970031261444,-0.6966339945793152,-0.02947111427783966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0,13.542596464852494,0.20209424083769634,1,0,-0.1622076731161987,0.005482879670297161,0.27035150811757036,-0.5581928491592407,-0.44573530554771423,-0.6991893649101257,-0.029579220339655876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0,13.530400347544088,0.20261780104712043,1,0,-0.1622076731161987,0.005482879670297161,0.25416590871429234,-0.5576702356338501,-0.44741448760032654,-0.6985347867012024,-0.02955152839422226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,inf,inf,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,13.592600546777248,0.19633507853403143,1,0,-0.1622076731161987,0.005482879670297161,0.2699677290489083,-0.5772801637649536,-0.4401289224624634,-0.687160074710846,-0.02907032147049904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,13.545177942128094,0.20157068062827224,1,0,-0.1622076731161987,0.005482879670297161,0.2699677290489083,-0.5610175132751465,-0.4461970031261444,-0.6966339945793152,-0.02947111427783966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,13.542596464852494,0.20209424083769634,1,0,-0.1622076731161987,0.005482879670297161,0.27035150811757036,-0.5581928491592407,-0.44573530554771423,-0.6991893649101257,-0.029579220339655876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,inf,inf,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.0,13.592600546777248,0.19633507853403143,1,0,-0.1622076731161987,0.005482879670297161,0.2699677290489083,-0.5772801637649536,-0.4401289224624634,-0.687160074710846,-0.02907032147049904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.0,13.545177942128094,0.20157068062827224,1,0,-0.1622076731161987,0.005482879670297161,0.2699677290489083,-0.5610175132751465,-0.4461970031261444,-0.6966339945793152,-0.02947111427783966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.0,13.542596464852494,0.20209424083769634,1,0,-0.1622076731161987,0.005482879670297161,0.27035150811757036,-0.5581928491592407,-0.44573530554771423,-0.6991893649101257,-0.029579220339655876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,inf,inf,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1.0,14.404954118309199,0.16596858638743456,1,0,-0.1622076731161987,0.005482879670297161,0.2699879100887791,-0.5666027069091797,-0.4319882094860077,-0.685499370098114,-0.14979420602321625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1.0,13.592600546777248,0.19633507853403143,1,0,-0.1622076731161987,0.005482879670297161,0.2699677290489083,-0.5772801637649536,-0.4401289224624634,-0.687160074710846,-0.02907032147049904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
